order_id,order_date,customer_id,product,quantity,price,region
101093,2023-04-18,2324,Mobile,4.0,33856,South
101094,2022-03-02,1831,Headphones,4.0,25206,East
101096,2022-07-08,1308,Mobile,1.0,39288,East
101097,2023-01-18,1534,Mouse,5.0,48639,South
101098,2023-12-23,1239,Monitor,1.0,35562,West
101099,2024-03-12,2526,Laptop,1.0,40441,North
101101,2024-01-12,1385,Mouse,2.0,35226,East
101102,2024-02-03,1926,Keyboard,1.0,24985,East
101103,2022-11-10,1262,Laptop,5.0,39907,North
101104,2022-08-13,1329,Laptop,2.0,43645,South
101105,2022-03-01,1633,Mobile,3.0,10372,South
101106,2022-03-30,2213,Headphones,4.0,46392,South
101107,2023-11-05,1593,Monitor,1.0,32055,East
101108,2023-08-04,1022,Keyboard,5.0,33710,West
101109,2023-04-24,2437,Monitor,4.0,26931,North
101111,2023-03-27,1402,Headphones,4.0,3706,South
101112,2023-12-29,2221,Laptop,3.0,17338,North
101113,2022-08-13,1728,Mobile,4.0,40817,West
101114,2023-04-05,1440,Monitor,2.0,29032,North
101115,2023-04-18,2209,Mouse,1.0,10487,North
101116,2024-03-04,2257,Mouse,1.0,27635,West
101117,2022-04-06,2301,Laptop,4.0,12894,East
101118,2023-11-18,2055,Headphones,4.0,40555,North
101119,2024-01-03,1003,Keyboard,3.0,8252,West
101121,2024-01-27,1694,Mouse,2.0,27770,North
101122,2023-11-15,1869,Keyboard,5.0,41544,West
101123,2022-11-29,1642,Mouse,5.0,21891,North
101124,2023-02-28,1299,Keyboard,3.0,14874,East
101126,2022-02-09,1159,Monitor,3.0,46512,North
101127,2022-03-15,2508,Laptop,5.0,14607,West
101128,2022-12-25,1471,Keyboard,2.0,8197,South
101129,2023-02-19,2189,Monitor,4.0,15999,East
101130,2022-02-14,1962,Mouse,3.0,42387,West
101131,2022-05-16,1388,Laptop,3.0,45629,East
101132,2022-01-16,1889,Mouse,5.0,9875,West
101133,2023-09-13,2625,Monitor,4.0,49245,East
101134,2022-02-06,1398,Keyboard,1.0,42248,West
101135,2023-11-02,1449,Laptop,4.0,28062,South
101136,2024-02-12,2918,Headphones,4.0,28611,West
101137,2023-09-27,2368,Mobile,4.0,33923,West
101138,2022-05-03,1804,Headphones,2.0,14210,North
101139,2023-06-07,2220,Monitor,2.0,43881,South
101141,2022-08-03,1967,Keyboard,5.0,45605,West
101142,2023-12-20,1046,Monitor,5.0,11935,North
101143,2023-01-22,2169,Mobile,5.0,22358,South
101144,2023-06-18,1458,Laptop,5.0,37918,North
101145,2022-06-17,1930,Mobile,2.0,41014,West
101146,2023-03-16,1468,Headphones,1.0,45412,West
101147,2024-03-06,1109,Laptop,4.0,8972,North
101148,2023-03-11,2425,Headphones,4.0,20435,North
101149,2023-07-30,1081,Headphones,2.0,20380,South
101150,2023-03-18,2532,Laptop,3.0,30363,South
101151,2024-02-05,1982,Mouse,3.0,4082,North
101152,2022-11-19,2027,Monitor,1.0,3135,South
101153,2023-04-25,1824,Monitor,4.0,23447,West
101154,2022-08-08,1665,Keyboard,2.0,18018,North
101156,2022-03-30,1338,Headphones,5.0,47120,North
101157,2022-03-24,2683,Mobile,2.0,2306,South
101158,2023-03-26,2680,Monitor,2.0,4660,East
101159,2023-02-16,2639,Laptop,2.0,38864,West
101161,2022-01-07,1273,Mobile,3.0,43895,North
101162,2024-01-04,2043,Monitor,5.0,38163,South
101163,2022-09-23,2456,Mouse,2.0,30824,South
101164,2022-07-07,2489,Keyboard,1.0,31207,West
101165,2022-10-04,2381,Laptop,5.0,14839,North
101166,2023-07-02,1783,Laptop,5.0,47705,South
101167,2024-02-01,2546,Headphones,3.0,4366,East
101168,2023-04-10,2866,Headphones,3.0,8554,North
101169,2022-12-03,2999,Keyboard,5.0,27054,South
101171,2022-05-28,2129,Laptop,4.0,8810,North
101172,2022-06-10,2738,Keyboard,3.0,26558,West
101173,2023-10-03,2240,Mobile,3.0,11369,South
101174,2023-05-24,1975,Keyboard,3.0,34771,West
101175,2023-02-13,2582,Headphones,4.0,18494,North
101176,2023-04-26,2925,Monitor,3.0,32718,West
101177,2024-04-01,1995,Headphones,1.0,13799,East
101178,2023-04-20,1570,Mobile,1.0,20655,South
101179,2022-12-13,2587,Keyboard,2.0,33895,South
101181,2023-11-07,1412,Mouse,1.0,46594,South
101182,2022-07-29,1105,Keyboard,3.0,21948,West
101183,2022-03-10,1495,Mobile,2.0,6420,West
101184,2024-02-15,2192,Monitor,1.0,26897,West
101186,2022-01-02,1784,Headphones,4.0,28878,North
101187,2022-08-21,1948,Headphones,3.0,12012,North
101188,2022-06-19,2912,Mobile,1.0,32910,East
101189,2024-01-17,1025,Mouse,4.0,38260,North
101190,2023-09-20,1736,Mobile,4.0,19379,South
101191,2024-03-16,2399,Laptop,2.0,21280,West
101192,2024-06-13,2126,Keyboard,2.0,15440,East
101193,2023-07-10,2923,Monitor,4.0,42393,East
101194,2024-05-23,1583,Mobile,4.0,41884,North
101195,2022-07-20,2624,Laptop,4.0,17415,North
101196,2023-03-02,1272,Laptop,2.0,40895,East
101197,2024-04-25,1964,Mouse,4.0,20736,South
101198,2023-02-23,2393,Mouse,5.0,11196,West
101199,2022-05-05,2158,Headphones,5.0,42404,North
101201,2022-04-25,2272,Laptop,5.0,11119,East
101202,2022-02-21,2981,Mobile,1.0,14597,South
101203,2023-08-05,2602,Monitor,5.0,10216,South
101204,2024-03-03,2304,Laptop,3.0,11242,South
101205,2022-07-10,1716,Mobile,2.0,31351,West
101206,2024-01-29,1647,Mouse,1.0,24427,West
101207,2023-11-06,2550,Keyboard,5.0,26885,East
101208,2023-02-14,2993,Mouse,4.0,38587,East
101209,2022-02-04,1004,Laptop,2.0,19560,North
101210,2023-11-26,2310,Mouse,1.0,27198,North
101211,2023-12-14,1488,Mobile,3.0,23868,South
101212,2022-02-21,2718,Monitor,4.0,15321,West
101213,2022-05-23,1349,Monitor,4.0,5095,East
101214,2023-06-13,2957,Laptop,5.0,30416,North
101216,2024-05-23,1045,Keyboard,1.0,18926,West
101217,2023-04-11,1211,Mouse,1.0,38508,North
101218,2023-03-31,1970,Mobile,1.0,10007,North
101219,2023-05-17,1672,Mouse,2.0,47430,West
101221,2024-04-22,1876,Mouse,3.0,26823,West
101222,2022-11-05,1262,Laptop,1.0,39274,South
101223,2022-11-23,1363,Laptop,5.0,13152,South
101224,2023-01-10,2894,Mouse,1.0,39781,North
101225,2023-03-22,1290,Keyboard,1.0,38434,East
101226,2024-03-09,2589,Mobile,3.0,32507,East
101227,2022-05-31,1249,Mobile,5.0,29991,West
101228,2024-02-21,2191,Mobile,3.0,46721,North
101229,2024-02-15,2033,Headphones,4.0,1206,South
101231,2022-11-21,1243,Mouse,2.0,28668,West
101232,2024-05-01,1209,Mouse,5.0,10905,West
101233,2023-11-22,1010,Keyboard,1.0,13830,North
101234,2022-12-27,1645,Monitor,2.0,27698,North
101235,2023-10-31,2553,Headphones,1.0,5302,West
101236,2024-06-12,1676,Monitor,1.0,44954,North
101237,2022-11-30,1451,Laptop,3.0,1047,North
101238,2023-11-07,2055,Mobile,5.0,45476,East
101239,2022-11-15,2985,Monitor,2.0,33856,East
101241,2024-06-18,1972,Laptop,3.0,42972,South
101242,2022-01-17,2719,Laptop,1.0,21991,South
101243,2023-05-29,1310,Monitor,5.0,18709,West
101244,2022-11-03,1181,Mouse,5.0,11177,East
101246,2023-12-19,2365,Mouse,3.0,37590,East
101247,2023-06-24,2914,Monitor,1.0,18149,West
101248,2022-12-29,2707,Mobile,2.0,24706,West
101249,2023-10-02,1658,Mouse,1.0,37858,East
101250,2023-03-06,1190,Keyboard,4.0,35441,East
101251,2024-05-14,1704,Mouse,3.0,20167,South
101252,2023-11-03,1343,Mobile,5.0,46713,South
101253,2023-06-28,1261,Mouse,4.0,47230,South
101254,2023-03-10,2133,Headphones,3.0,26435,East
101255,2022-11-09,1583,Mobile,5.0,17549,West
101256,2024-05-22,2406,Mouse,2.0,47409,East
101257,2023-09-15,2768,Keyboard,5.0,4087,North
101258,2024-04-09,1874,Headphones,5.0,2950,West
101259,2023-08-11,1722,Mobile,2.0,38098,East
101261,2022-12-30,1094,Mobile,5.0,34489,South
101262,2022-07-26,1984,Mouse,1.0,14361,North
101263,2022-06-21,2188,Mouse,5.0,11840,West
101264,2023-06-21,2615,Keyboard,5.0,34773,South
101265,2023-01-09,1850,Laptop,1.0,16699,West
101266,2022-07-18,2996,Laptop,2.0,46903,East
101267,2024-02-26,1321,Monitor,2.0,7952,East
101268,2022-10-20,1789,Mobile,4.0,39151,East
101269,2022-12-14,2387,Mouse,4.0,44481,South
101270,2023-10-31,2460,Mouse,2.0,2646,West
101271,2023-07-31,1096,Keyboard,3.0,8907,East
101272,2023-01-27,1911,Headphones,5.0,22372,North
101273,2022-08-24,1357,Keyboard,1.0,18219,North
101274,2022-06-22,1331,Headphones,2.0,4031,South
101276,2022-04-11,2279,Headphones,4.0,35250,East
101277,2024-04-14,2363,Monitor,2.0,28031,West
101278,2023-03-04,1241,Headphones,1.0,25436,South
101279,2022-02-19,2700,Laptop,4.0,45128,South
101281,2023-10-14,1051,Headphones,4.0,11335,West
101282,2023-08-08,1512,Laptop,5.0,41960,North
101283,2022-06-01,1554,Headphones,2.0,3170,South
101284,2022-01-18,1288,Headphones,3.0,15008,South
101285,2022-02-15,2038,Mobile,4.0,10905,North
101286,2022-03-13,2549,Headphones,3.0,27054,South
101287,2023-03-26,2044,Keyboard,1.0,39061,West
101288,2024-03-12,1887,Monitor,4.0,37776,West
101289,2023-07-09,2238,Mouse,3.0,47790,West
101291,2023-01-22,1549,Headphones,3.0,9848,East
101292,2023-11-24,2303,Monitor,1.0,32321,North
101293,2023-05-19,2242,Keyboard,4.0,44772,East
101294,2022-08-17,1472,Laptop,5.0,6245,North
101295,2022-03-14,1957,Mouse,3.0,39413,North
101296,2022-04-23,2784,Mouse,1.0,28929,East
101297,2022-10-04,1675,Laptop,5.0,21059,West
101298,2023-04-11,1365,Keyboard,3.0,37076,East
101299,2023-08-21,1841,Keyboard,1.0,23480,East
101301,2023-10-14,1742,Mouse,2.0,19753,North
101302,2022-11-25,2215,Monitor,3.0,40645,North
101303,2022-12-14,1541,Headphones,2.0,12678,East
101304,2023-03-29,1326,Monitor,1.0,23844,East
101306,2023-07-30,1925,Monitor,4.0,9783,West
101307,2023-04-14,1531,Laptop,2.0,15469,North
101308,2022-03-27,2083,Keyboard,5.0,6306,South
101309,2024-02-25,2872,Headphones,4.0,17784,South
101310,2022-05-03,2506,Headphones,4.0,17919,South
101311,2023-12-11,2334,Mobile,2.0,16513,East
101312,2022-08-22,1503,Mouse,3.0,32569,South
101313,2022-11-28,1567,Headphones,2.0,784,North
101314,2022-09-29,1498,Laptop,1.0,8040,North
101315,2022-11-26,1055,Headphones,3.0,42617,North
101316,2022-01-17,1231,Headphones,5.0,28869,East
101317,2024-04-17,2919,Monitor,5.0,15546,North
101318,2023-01-19,1208,Mouse,1.0,14764,East
101319,2024-05-12,1486,Mobile,1.0,2866,North
101321,2023-07-17,2157,Mobile,4.0,6907,West
101322,2022-04-11,1503,Headphones,4.0,33822,West
101323,2022-09-24,1075,Mobile,2.0,29184,North
101324,2022-11-16,2392,Keyboard,1.0,16378,North
101325,2024-01-03,2422,Monitor,4.0,46604,East
101326,2022-01-08,2126,Headphones,1.0,9125,North
101327,2023-08-16,1420,Mouse,5.0,49146,West
101328,2022-11-15,2890,Mobile,5.0,4122,South
101329,2022-08-25,1306,Monitor,3.0,3707,North
101330,2023-12-20,1934,Keyboard,4.0,41801,South
101331,2022-08-09,1084,Mobile,3.0,12229,South
101332,2023-09-17,2539,Mobile,1.0,14639,West
101333,2024-01-14,2424,Mouse,3.0,1624,South
101334,2023-02-13,2631,Monitor,4.0,13129,West
101336,2022-09-24,2786,Monitor,1.0,30910,North
101337,2023-04-04,1941,Headphones,5.0,39459,West
101338,2023-03-03,1154,Laptop,5.0,44789,East
101339,2022-09-01,2385,Mobile,1.0,45054,North
101341,2022-03-28,2358,Mobile,4.0,2476,North
101342,2024-01-21,1425,Laptop,4.0,23678,North
101343,2023-06-09,2479,Keyboard,4.0,15472,West
101344,2022-10-11,1682,Monitor,2.0,21009,East
101345,2023-05-14,1594,Mobile,3.0,21819,West
101346,2022-03-29,1381,Headphones,2.0,30098,East
101347,2023-06-19,1875,Monitor,1.0,47339,West
101348,2024-01-28,1801,Laptop,1.0,46953,North
101349,2023-02-27,2876,Keyboard,3.0,49261,South
101351,2023-04-19,1746,Keyboard,4.0,14503,North
101352,2024-03-20,1389,Keyboard,5.0,24407,West
101353,2023-09-23,1439,Laptop,2.0,6660,South
101354,2022-06-17,2387,Mouse,4.0,35155,South
101355,2023-04-11,1703,Monitor,5.0,33585,West
101356,2023-06-10,1417,Laptop,2.0,30100,East
101357,2024-03-24,2162,Monitor,1.0,19037,West
101358,2023-12-16,1670,Keyboard,3.0,47848,West
101359,2022-07-12,2721,Mouse,1.0,20012,North
101361,2023-12-29,1059,Headphones,2.0,35421,South
101362,2023-12-21,1718,Mobile,3.0,47190,West
101363,2022-01-11,2986,Keyboard,5.0,14011,West
101364,2024-01-29,2592,Mouse,5.0,1742,West
101366,2023-11-02,2373,Mobile,3.0,14288,West
101367,2022-10-15,1856,Laptop,4.0,12086,South
101368,2022-03-19,1238,Monitor,1.0,32035,West
101369,2024-03-24,2236,Keyboard,3.0,36861,North
101370,2022-05-03,1927,Headphones,4.0,4290,West
101371,2023-07-04,2284,Laptop,5.0,12972,East
101372,2023-12-01,1605,Laptop,5.0,820,South
101373,2023-07-28,1862,Mobile,5.0,15303,West
101374,2024-02-22,2564,Keyboard,5.0,30966,West
101375,2022-01-22,1047,Keyboard,2.0,30381,North
101376,2023-04-30,1221,Mouse,4.0,44385,North
101377,2022-12-09,1924,Laptop,5.0,18377,West
101378,2022-10-03,1477,Headphones,4.0,11913,North
101379,2022-08-12,2331,Keyboard,3.0,48544,South
101381,2023-02-13,2509,Laptop,4.0,11536,West
101382,2022-02-16,1813,Keyboard,4.0,31630,North
101383,2022-07-08,1026,Monitor,2.0,13872,West
101384,2022-07-01,2060,Keyboard,2.0,6205,North
101385,2022-12-13,2965,Headphones,5.0,17152,North
101386,2024-03-08,1374,Laptop,1.0,48761,East
101387,2023-04-30,1182,Monitor,1.0,49461,East
101388,2024-03-16,1491,Mouse,3.0,28673,West
101389,2023-12-11,2206,Laptop,1.0,14429,North
101390,2023-02-12,2087,Mouse,1.0,6583,West
101391,2023-12-12,2301,Mobile,2.0,10060,North
101392,2023-07-09,2791,Mouse,1.0,46469,East
101393,2023-08-09,1348,Mobile,2.0,29842,West
101394,2022-07-07,2442,Laptop,3.0,11585,East
101396,2022-03-27,1017,Mouse,3.0,41057,East
101397,2023-09-05,2238,Monitor,3.0,6385,East
101398,2022-12-11,1707,Laptop,5.0,22499,South
101399,2022-07-19,2612,Laptop,4.0,6706,South
101401,2023-01-12,1155,Laptop,5.0,43061,North
101402,2023-04-03,2839,Headphones,2.0,30559,South
101403,2023-03-23,2783,Mouse,5.0,43436,North
101404,2023-11-07,1586,Keyboard,1.0,38764,East
101405,2022-09-12,1695,Keyboard,3.0,46298,North
101406,2024-05-01,2005,Keyboard,5.0,22713,East
101407,2023-07-26,2573,Laptop,5.0,5663,South
101408,2024-04-28,2747,Keyboard,2.0,13325,West
101409,2023-12-10,1591,Keyboard,5.0,20500,North
101411,2023-02-22,2049,Headphones,3.0,24230,North
101412,2022-03-18,1213,Headphones,3.0,15970,North
101413,2024-04-12,1202,Keyboard,4.0,24731,West
101414,2022-11-19,2772,Laptop,2.0,29054,West
101415,2022-06-11,2301,Laptop,4.0,24498,South
101416,2023-06-10,2539,Mouse,1.0,38169,South
101417,2022-10-21,2313,Headphones,3.0,29507,West
101418,2022-07-06,1358,Headphones,3.0,18211,South
101419,2023-01-10,1284,Mobile,3.0,40208,North
101421,2023-08-31,2471,Mobile,5.0,44686,North
101422,2022-11-10,2003,Headphones,1.0,41221,North
101423,2024-06-04,2062,Mouse,5.0,49394,North
101424,2023-03-28,1871,Headphones,2.0,42905,East
101426,2023-10-10,1716,Mouse,5.0,2136,North
101427,2022-10-13,1850,Mouse,3.0,29255,North
101428,2022-06-10,2155,Headphones,3.0,2167,North
101429,2022-08-21,1543,Monitor,4.0,19849,North
101430,2023-07-11,1511,Keyboard,2.0,16681,East
101431,2023-03-15,2302,Monitor,1.0,27416,West
101432,2024-04-14,2375,Laptop,2.0,22978,West
101433,2022-03-15,1939,Mobile,2.0,16503,North
101434,2023-07-16,1388,Mouse,4.0,12942,West
101435,2023-06-17,2719,Laptop,5.0,6126,North
101436,2024-05-15,1336,Keyboard,2.0,3789,East
101437,2022-05-03,1329,Headphones,4.0,6320,North
101438,2022-04-28,2023,Laptop,3.0,1157,West
101439,2022-12-20,1965,Keyboard,2.0,46428,South
101441,2022-06-22,1504,Monitor,4.0,13445,East
101442,2024-02-20,1762,Laptop,3.0,3773,North
101443,2022-09-03,1672,Keyboard,1.0,24958,East
101444,2024-05-01,1227,Headphones,4.0,20869,North
101445,2024-02-13,2710,Mouse,5.0,22983,West
101446,2024-02-16,2185,Mouse,5.0,9335,North
101447,2022-09-07,2316,Mouse,1.0,21928,North
101448,2024-01-21,2487,Mouse,4.0,31298,North
101449,2022-08-26,2915,Laptop,4.0,12406,East
101450,2024-02-14,1547,Headphones,3.0,1809,West
101451,2024-06-04,2691,Mobile,1.0,35363,East
101452,2022-10-12,1211,Keyboard,3.0,38184,West
101453,2022-09-16,1533,Mouse,2.0,7508,East
101454,2023-05-22,2263,Monitor,1.0,38447,East
101456,2023-08-29,1444,Laptop,1.0,12019,North
101457,2023-01-22,1791,Monitor,3.0,5584,West
101458,2023-04-11,2605,Keyboard,1.0,31530,East
101459,2024-02-24,1245,Monitor,5.0,13706,North
101461,2022-01-15,1998,Headphones,5.0,37410,East
101462,2022-09-04,2986,Laptop,2.0,1460,East
101463,2023-11-13,2258,Monitor,1.0,31789,North
101464,2023-12-18,2336,Headphones,1.0,33084,East
101465,2024-02-15,2171,Mobile,5.0,29798,North
101466,2022-04-11,1957,Keyboard,3.0,48440,East
101467,2023-07-10,2578,Laptop,1.0,12612,North
101468,2022-07-25,1082,Headphones,4.0,22603,West
101469,2023-06-01,1079,Keyboard,4.0,30994,South
101471,2022-04-16,1430,Mobile,2.0,33580,North
101472,2022-02-12,1191,Monitor,3.0,3675,East
101473,2024-03-11,1722,Keyboard,1.0,2667,East
101474,2022-08-24,2992,Mouse,4.0,42321,South
101475,2022-02-24,2264,Monitor,2.0,25497,North
101476,2022-07-07,2069,Mobile,1.0,37163,South
101477,2023-12-08,1821,Mouse,4.0,17133,North
101478,2023-09-15,1183,Keyboard,5.0,29675,West
101479,2022-07-05,1888,Laptop,4.0,41811,South
101481,2022-11-20,2388,Laptop,2.0,5747,West
101482,2023-03-14,2036,Keyboard,1.0,47698,South
101483,2022-08-06,1744,Keyboard,4.0,40272,South
101484,2024-04-06,2313,Headphones,2.0,28315,North
101486,2022-12-23,2387,Monitor,4.0,24462,East
101487,2022-06-21,2928,Mobile,1.0,37799,South
101488,2023-09-10,2420,Mobile,1.0,41836,South
101489,2022-06-21,1328,Mobile,1.0,777,East
101490,2023-10-26,2947,Headphones,4.0,11207,West
101491,2022-06-30,1668,Monitor,3.0,5580,South
101492,2023-08-31,1282,Laptop,4.0,49782,West
101493,2022-12-13,2534,Keyboard,4.0,1884,East
101494,2022-02-06,2100,Keyboard,1.0,26338,North
101495,2022-11-29,1737,Laptop,4.0,30685,North
101496,2023-07-30,2239,Mouse,5.0,46588,North
101497,2023-03-01,1222,Mouse,5.0,26944,West
101498,2023-12-24,2846,Mobile,4.0,42755,East
101499,2022-03-20,1770,Laptop,1.0,44552,West
101501,2023-10-13,1134,Mouse,5.0,30432,South
101502,2023-09-15,1714,Monitor,2.0,25045,West
101503,2024-04-25,2472,Headphones,3.0,34861,West
101504,2023-04-19,1661,Headphones,3.0,16691,South
101505,2023-03-27,2661,Mobile,3.0,13676,North
101506,2022-04-25,1638,Mouse,4.0,1549,North
101507,2023-09-16,2700,Mouse,3.0,33177,West
101508,2023-08-24,2414,Monitor,4.0,44515,North
101509,2023-09-16,2282,Mouse,4.0,9876,South
101510,2023-10-01,1656,Mouse,4.0,3945,East
101511,2024-06-12,2195,Mouse,4.0,8283,North
101512,2023-06-06,2060,Keyboard,1.0,41101,East
101513,2024-03-21,2213,Mobile,1.0,2014,North
101514,2022-12-27,2321,Monitor,3.0,9512,South
101516,2022-01-09,2237,Headphones,3.0,27581,West
101517,2022-11-24,2770,Keyboard,2.0,40176,West
101518,2022-09-02,2503,Keyboard,2.0,30164,South
101519,2023-01-10,1641,Mobile,1.0,47724,North
101521,2022-11-29,2599,Headphones,1.0,27679,North
101522,2022-01-27,2179,Mobile,2.0,45282,South
101523,2023-03-04,1934,Monitor,2.0,7554,West
101524,2023-04-14,1272,Keyboard,4.0,34315,South
101525,2023-10-31,1362,Laptop,5.0,43096,East
101526,2023-03-10,2744,Mobile,3.0,21307,West
101527,2024-01-19,1314,Mouse,5.0,12142,North
101528,2023-03-11,2527,Keyboard,3.0,33577,West
101529,2022-01-30,2665,Monitor,4.0,29000,East
101531,2024-03-09,1952,Laptop,1.0,37745,East
101532,2024-06-04,2850,Mobile,2.0,38225,East
101533,2022-11-09,2637,Headphones,5.0,18816,East
101534,2022-05-10,1626,Mobile,1.0,35905,East
101535,2023-04-17,2841,Headphones,5.0,676,West
101536,2022-06-02,1260,Laptop,1.0,27327,West
101537,2022-01-23,1728,Laptop,2.0,26839,West
101538,2022-06-07,1456,Monitor,4.0,19004,West
101539,2024-03-03,2808,Monitor,3.0,21545,South
101541,2024-05-17,2701,Mobile,1.0,46866,East
101542,2024-02-28,1464,Laptop,5.0,23983,East
101543,2022-01-02,1959,Laptop,2.0,6785,East
101544,2022-03-02,1713,Mobile,5.0,8058,South
101546,2023-02-18,1423,Mobile,1.0,42187,East
101547,2024-05-19,2151,Mobile,5.0,43414,West
101548,2023-03-01,1201,Headphones,1.0,7133,North
101549,2024-05-25,2192,Monitor,4.0,37480,North
101550,2023-09-03,2130,Mobile,4.0,48633,East
101551,2022-03-09,1567,Monitor,5.0,17356,West
101552,2022-09-24,1274,Mobile,4.0,18929,West
101553,2024-02-20,1919,Headphones,5.0,49673,West
101554,2023-03-11,1504,Mobile,4.0,23512,East
101555,2022-06-12,1488,Mouse,2.0,43623,East
101556,2022-01-26,2246,Mouse,1.0,10497,South
101557,2022-03-01,2178,Mouse,4.0,20670,South
101558,2024-02-04,2928,Mouse,1.0,26312,West
101559,2023-08-28,1920,Keyboard,1.0,26434,North
101561,2023-05-11,1284,Mouse,3.0,11537,East
101562,2023-01-19,1068,Mobile,1.0,1990,South
101563,2022-04-30,1250,Mobile,4.0,9997,South
101564,2022-12-19,1128,Mobile,2.0,16110,North
101565,2022-09-09,2594,Headphones,5.0,17971,East
101566,2022-04-22,2041,Monitor,1.0,47983,West
101567,2024-04-23,2900,Mouse,4.0,14117,South
101568,2023-07-29,2375,Mobile,1.0,17280,South
101569,2024-01-31,2419,Mobile,3.0,20402,West
101570,2023-01-01,1757,Laptop,1.0,27564,West
101571,2024-05-28,2858,Laptop,1.0,27059,North
101572,2023-09-18,2686,Headphones,1.0,29886,West
101573,2023-07-19,1555,Mouse,2.0,21204,West
101574,2023-06-01,1071,Mouse,2.0,7610,West
101576,2023-06-30,2239,Mouse,1.0,46322,West
101577,2022-09-09,1175,Laptop,3.0,39170,North
101578,2022-02-28,1152,Laptop,5.0,30620,West
101579,2024-03-09,2928,Mouse,4.0,39022,West
101581,2023-03-03,2121,Laptop,4.0,15832,South
101582,2023-12-01,1536,Keyboard,5.0,21437,East
101583,2023-04-16,1636,Monitor,1.0,20894,West
101584,2024-03-25,2346,Mobile,1.0,25253,South
101585,2024-01-05,1542,Monitor,3.0,25466,West
101586,2022-03-16,1535,Headphones,5.0,6519,North
101587,2022-06-21,2519,Monitor,2.0,16011,South
101588,2022-12-18,1092,Keyboard,5.0,19838,North
101589,2022-05-14,2689,Monitor,2.0,19734,South
101591,2022-10-18,2699,Monitor,2.0,8252,North
101592,2022-12-13,2272,Mouse,3.0,44855,South
101593,2023-08-05,2951,Headphones,4.0,24843,South
101594,2023-11-26,1032,Headphones,4.0,43769,North
101595,2022-09-02,1772,Mobile,1.0,33809,West
101596,2023-04-12,2576,Laptop,1.0,12016,West
101597,2022-07-05,1091,Mobile,5.0,25944,North
101598,2023-12-28,1942,Monitor,3.0,47609,North
101599,2023-07-28,2621,Headphones,3.0,5485,North
101601,2022-11-02,2250,Mouse,2.0,1626,South
101602,2022-12-23,1933,Laptop,1.0,38438,South
101603,2023-09-20,1119,Headphones,3.0,32245,North
101604,2022-07-10,1764,Mobile,1.0,22930,West
101606,2022-04-12,2427,Headphones,3.0,9448,North
101607,2024-02-19,2069,Mobile,2.0,36013,East
101608,2022-09-07,1096,Headphones,3.0,43772,West
101609,2022-10-03,1752,Mobile,3.0,35277,West
101610,2023-04-04,2504,Headphones,4.0,44150,South
101611,2023-08-01,2791,Monitor,1.0,31600,North
101612,2022-07-07,1666,Mouse,4.0,24900,South
101613,2024-01-23,1900,Monitor,2.0,9996,West
101614,2022-07-03,2339,Mobile,4.0,25810,South
101615,2024-04-08,1687,Mouse,3.0,49002,North
101616,2022-12-09,2076,Keyboard,3.0,24461,West
101617,2022-10-19,1301,Keyboard,1.0,28624,East
101618,2023-02-26,1277,Laptop,2.0,27720,North
101619,2024-06-19,2407,Laptop,3.0,6494,East
101621,2022-03-16,2404,Monitor,3.0,29038,South
101622,2023-07-24,1764,Headphones,4.0,6305,West
101623,2023-05-25,1700,Monitor,3.0,34433,East
101624,2024-03-20,2673,Mobile,2.0,7934,South
101625,2024-05-02,1895,Monitor,5.0,39417,South
101626,2022-07-30,2116,Mobile,5.0,17282,North
101627,2023-12-04,1373,Laptop,3.0,35525,North
101628,2022-10-11,2898,Laptop,3.0,23561,North
101629,2023-02-02,2804,Laptop,5.0,14523,West
101630,2023-01-04,2875,Mobile,1.0,13761,East
101631,2022-09-06,1816,Laptop,5.0,17142,West
101632,2022-12-03,1094,Mobile,1.0,39671,South
101633,2022-09-02,2647,Mouse,3.0,34101,West
101634,2023-07-02,1498,Laptop,3.0,6516,West
101636,2024-06-12,2365,Mobile,2.0,2504,South
101637,2022-08-18,1719,Mouse,3.0,9010,East
101638,2022-09-23,1861,Laptop,1.0,7973,North
101639,2022-11-22,2840,Headphones,2.0,17405,North
101641,2023-03-03,1440,Laptop,1.0,44045,West
101642,2022-12-21,1053,Laptop,4.0,17536,East
101643,2022-08-06,1990,Keyboard,1.0,18340,West
101644,2024-06-14,1061,Keyboard,4.0,45121,East
101645,2023-11-16,2345,Monitor,4.0,43109,East
101646,2024-02-15,2171,Laptop,3.0,41888,East
101647,2022-07-16,2214,Keyboard,5.0,3298,North
101648,2024-02-26,1374,Mouse,2.0,41393,West
101649,2022-07-22,2589,Headphones,4.0,36290,West
101651,2022-11-16,1969,Keyboard,4.0,14273,West
101652,2022-06-21,2577,Headphones,3.0,33932,East
101653,2024-02-06,1531,Keyboard,4.0,46965,West
101654,2022-09-09,1974,Monitor,1.0,4812,North
101655,2023-10-06,2404,Mouse,2.0,26686,South
101656,2023-09-06,2204,Laptop,1.0,17987,North
101657,2022-08-11,1718,Mobile,4.0,10240,West
101658,2022-11-02,2657,Mouse,3.0,45210,North
101659,2023-10-15,2541,Mobile,4.0,36923,West
101661,2022-12-13,2885,Laptop,3.0,34531,East
101662,2023-05-23,1895,Monitor,4.0,45879,East
101663,2022-03-06,2171,Laptop,4.0,19374,West
101664,2022-02-23,1494,Monitor,1.0,7062,West
